id,day,soil_temp,logger
403,5,20.329,10
404,5,20.329,10
405,5,20.329,10
406,5,20.329,10
407,5,20.424,10
408,5,20.424,10
409,5,20.424,10
410,5,20.519,10
411,5,20.519,10
412,5,20.519,10
413,5,20.519,10
414,5,20.519,10
415,5,20.519,10
416,5,20.519,10
417,5,20.615,10
418,5,20.615,10
419,5,20.615,10
420,5,20.615,10
421,5,20.71,10
422,5,20.71,10
423,5,20.71,10
424,5,20.71,10
425,5,20.71,10
426,5,20.71,10
427,5,20.71,10
428,5,20.71,10
429,5,20.71,10
430,5,20.71,10
431,5,20.71,10
432,5,20.71,10
433,6,20.805,10
434,6,20.805,10
435,6,20.805,10
436,6,20.805,10
437,6,20.901,10
438,6,20.901,10
439,6,20.901,10
440,6,20.901,10
441,6,20.901,10
442,6,20.996,10
443,6,20.996,10
444,6,20.996,10
445,6,20.996,10
446,6,20.996,10
447,6,20.901,10
448,6,20.996,10
449,6,20.901,10
450,6,20.901,10
451,6,20.901,10
452,6,20.901,10
453,6,20.901,10
454,6,20.901,10
455,6,20.901,10
456,6,20.901,10
457,6,20.901,10
458,6,20.805,10
459,6,20.805,10
460,6,20.805,10
461,6,20.805,10
462,6,20.71,10
463,6,20.71,10
464,6,20.71,10
465,6,20.71,10
466,6,20.71,10
467,6,20.71,10
468,6,20.615,10
469,6,20.615,10
470,6,20.519,10
471,6,20.519,10
472,6,20.519,10
473,6,20.424,10
474,6,20.424,10
475,6,20.424,10
476,6,20.329,10
477,6,20.329,10
478,6,20.234,10
479,6,20.234,10
480,6,20.234,10
481,6,20.138,10
482,6,20.138,10
483,6,20.138,10
484,6,20.138,10
485,6,20.138,10
486,6,20.138,10
487,6,20.138,10
488,6,20.138,10
489,6,20.138,10
490,6,20.234,10
491,6,20.234,10
492,6,20.234,10
493,6,20.234,10
494,6,20.329,10
495,6,20.234,10
496,6,20.234,10
497,6,20.234,10
498,6,20.234,10
499,6,20.234,10
500,6,20.138,10
501,6,20.138,10
502,6,20.138,10
503,6,20.138,10
504,6,20.138,10
505,6,20.043,10
506,6,20.043,10
507,6,19.948,10
508,6,19.948,10
509,6,19.853,10
510,6,19.853,10
511,6,19.758,10
512,6,19.662,10
513,6,19.567,10
514,6,19.472,10
515,6,19.377,10
516,6,19.282,10
517,6,19.187,10
518,6,19.092,10
519,6,18.996,10
520,6,18.901,10
521,6,18.806,10
522,6,18.711,10
523,6,18.616,10
524,6,18.521,10
525,6,18.426,10
526,6,18.331,10
527,6,18.236,10
528,6,18.14,10
529,7,18.14,10
530,7,18.045,10
531,7,17.95,10
532,7,17.95,10
533,7,17.855,10
534,7,17.76,10
535,7,17.665,10
536,7,17.57,10
537,7,17.379,10
538,7,17.189,10
539,7,16.999,10
540,7,16.903,10
541,7,16.713,10
542,7,16.618,10
543,7,16.523,10
544,7,16.427,10
545,7,16.332,10
546,7,16.237,10
547,7,16.141,10
548,7,16.141,10
549,7,16.046,10
550,7,15.951,10
551,7,15.855,10
552,7,15.76,10
553,7,15.76,10
554,7,15.664,10
555,7,15.569,10
556,7,15.569,10
557,7,15.473,10
558,7,15.378,10
559,7,15.378,10
560,7,15.282,10
561,7,15.187,10
562,7,15.091,10
563,7,15.091,10
564,7,14.996,10
565,7,14.9,10
566,7,14.9,10
567,7,14.9,10
568,7,14.9,10
569,7,14.9,10
570,7,14.9,10
571,7,14.9,10
572,7,14.996,10
573,7,14.996,10
574,7,15.091,10
575,7,15.091,10
576,7,15.187,10
577,7,15.282,10
578,7,15.378,10
579,7,15.378,10
580,7,15.473,10
581,7,15.473,10
582,7,15.473,10
583,7,15.569,10
584,7,15.569,10
585,7,15.569,10
586,7,15.664,10
587,7,15.664,10
588,7,15.76,10
589,7,15.76,10
590,7,15.76,10
591,7,15.76,10
592,7,15.76,10
593,7,15.855,10
594,7,15.855,10
595,7,15.951,10
596,7,16.046,10
597,7,16.141,10
598,7,16.237,10
599,7,16.237,10
600,7,16.332,10
601,7,16.332,10
602,7,16.332,10
603,7,16.332,10
604,7,16.332,10
605,7,16.332,10
606,7,16.332,10
607,7,16.237,10
608,7,16.237,10
609,7,16.237,10
610,7,16.237,10
611,7,16.237,10
612,7,16.237,10
613,7,16.141,10
614,7,16.237,10
615,7,16.237,10
616,7,16.237,10
617,7,16.237,10
618,7,16.237,10
619,7,16.237,10
620,7,16.237,10
621,7,16.141,10
622,7,16.237,10
623,7,16.237,10
624,7,16.237,10
625,8,16.237,10
626,8,16.237,10
627,8,16.237,10
628,8,16.237,10
629,8,16.237,10
630,8,16.237,10
631,8,16.332,10
632,8,16.332,10
633,8,16.332,10
634,8,16.332,10
635,8,16.332,10
636,8,16.332,10
637,8,16.332,10
638,8,16.332,10
639,8,16.332,10
640,8,16.332,10
641,8,16.332,10
642,8,16.237,10
643,8,16.237,10
644,8,16.237,10
645,8,16.237,10
646,8,16.141,10
647,8,16.141,10
648,8,16.141,10
649,8,16.046,10
650,8,16.046,10
651,8,16.046,10
652,8,16.046,10
653,8,16.046,10
654,8,16.046,10
655,8,16.046,10
656,8,16.046,10
657,8,16.046,10
658,8,16.046,10
659,8,16.046,10
660,8,16.046,10
661,8,16.141,10
662,8,16.141,10
663,8,16.141,10
664,8,16.141,10
665,8,16.237,10
666,8,16.237,10
667,8,16.237,10
668,8,16.332,10
669,8,16.332,10
670,8,16.427,10
671,8,16.427,10
672,8,16.523,10
673,8,16.523,10
674,8,16.523,10
675,8,16.618,10
676,8,16.618,10
677,8,16.523,10
678,8,16.618,10
679,8,16.618,10
680,8,16.713,10
681,8,16.808,10
682,8,16.808,10
683,8,16.903,10
684,8,16.999,10
685,8,16.999,10
686,8,16.999,10
687,8,17.094,10
688,8,17.094,10
689,8,17.094,10
690,8,17.189,10
691,8,17.189,10
692,8,17.284,10
693,8,17.284,10
694,8,17.284,10
695,8,17.379,10
696,8,17.379,10
697,8,17.379,10
698,8,17.379,10
699,8,17.379,10
700,8,17.475,10
701,8,17.475,10
702,8,17.475,10
703,8,17.475,10
704,8,17.475,10
705,8,17.475,10
706,8,17.475,10
707,8,17.475,10
708,8,17.475,10
709,8,17.57,10
710,8,17.475,10
711,8,17.475,10
712,8,17.475,10
713,8,17.475,10
714,8,17.57,10
715,8,17.57,10
716,8,17.57,10
717,8,17.57,10
718,8,17.57,10
719,8,17.665,10
720,8,17.665,10
721,9,17.665,10
722,9,17.665,10
723,9,17.76,10
724,9,17.76,10
725,9,17.76,10
726,9,17.76,10
727,9,17.76,10
728,9,17.76,10
729,9,17.855,10
730,9,17.855,10
731,9,17.855,10
732,9,17.95,10
733,9,17.95,10
734,9,17.95,10
735,9,17.95,10
736,9,17.95,10
737,9,18.045,10
738,9,18.045,10
739,9,18.045,10
740,9,18.045,10
741,9,18.045,10
742,9,18.045,10
743,9,18.045,10
744,9,18.045,10
745,9,18.045,10
746,9,18.045,10
747,9,18.14,10
748,9,18.14,10
749,9,18.14,10
750,9,18.14,10
751,9,18.14,10
752,9,18.236,10
753,9,18.236,10
754,9,18.236,10
755,9,18.236,10
756,9,18.236,10
757,9,18.236,10
758,9,18.331,10
759,9,18.331,10
760,9,18.331,10
761,9,18.331,10
762,9,18.331,10
763,9,18.331,10
764,9,18.331,10
765,9,18.426,10
766,9,18.426,10
767,9,18.521,10
768,9,18.521,10
769,9,18.616,10
770,9,18.616,10
771,9,18.616,10
772,9,18.711,10
773,9,18.806,10
774,9,18.806,10
775,9,18.901,10
776,9,18.996,10
777,9,18.996,10
778,9,19.092,10
779,9,19.187,10
780,9,19.187,10
781,9,19.282,10
782,9,19.282,10
783,9,19.377,10
784,9,19.377,10
785,9,19.472,10
786,9,19.472,10
787,9,19.567,10
788,9,19.567,10
789,9,19.662,10
790,9,19.662,10
791,9,19.758,10
792,9,19.758,10
793,9,19.758,10
794,9,19.758,10
795,9,19.853,10
796,9,19.853,10
797,9,19.853,10
798,9,19.948,10
799,9,19.948,10
800,9,19.948,10
801,9,20.043,10
802,9,20.043,10
803,9,20.043,10
804,9,20.043,10
805,9,20.138,10
806,9,20.138,10
807,9,20.138,10
808,9,20.234,10
809,9,20.234,10
810,9,20.234,10
811,9,20.234,10
812,9,20.234,10
813,9,20.234,10
814,9,20.329,10
815,9,20.329,10
816,9,20.329,10
817,10,20.329,10
818,10,20.329,10
819,10,20.329,10
820,10,20.329,10
821,10,20.234,10
822,10,20.234,10
823,10,20.138,10
824,10,20.138,10
825,10,20.043,10
826,10,20.043,10
827,10,19.948,10
828,10,19.853,10
829,10,19.853,10
830,10,19.758,10
831,10,19.662,10
832,10,19.567,10
833,10,19.472,10
834,10,19.377,10
835,10,19.377,10
836,10,19.282,10
837,10,19.187,10
838,10,19.092,10
839,10,19.092,10
840,10,18.996,10
841,10,18.901,10
842,10,18.806,10
843,10,18.711,10
844,10,18.616,10
845,10,18.521,10
846,10,18.426,10
847,10,18.426,10
848,10,18.331,10
849,10,18.236,10
850,10,18.14,10
851,10,18.045,10
852,10,18.045,10
853,10,17.95,10
854,10,17.855,10
855,10,17.855,10
856,10,17.76,10
857,10,17.76,10
858,10,17.76,10
859,10,17.76,10
860,10,17.76,10
861,10,17.665,10
862,10,17.76,10
863,10,17.76,10
864,10,17.76,10
865,10,17.76,10
866,10,17.76,10
867,10,17.855,10
868,10,17.855,10
869,10,17.855,10
870,10,17.855,10
871,10,17.855,10
872,10,17.855,10
873,10,17.76,10
874,10,17.76,10
875,10,17.76,10
876,10,17.76,10
877,10,17.665,10
878,10,17.665,10
879,10,17.665,10
880,10,17.57,10
881,10,17.57,10
882,10,17.475,10
883,10,17.475,10
884,10,17.379,10
885,10,17.284,10
886,10,17.284,10
887,10,17.189,10
888,10,17.094,10
889,10,16.999,10
890,10,16.999,10
891,10,16.999,10
892,10,16.999,10
893,10,16.999,10
894,10,16.903,10
895,10,16.903,10
896,10,16.808,10
897,10,16.808,10
898,10,16.713,10
899,10,16.618,10
900,10,16.523,10
901,10,16.523,10
902,10,16.427,10
903,10,16.523,10
904,10,16.523,10
905,10,16.427,10
906,10,16.427,10
907,10,16.332,10
908,10,16.237,10
909,10,16.046,10
910,10,15.951,10
911,10,15.76,10
912,10,15.664,10
913,11,15.569,10
914,11,15.378,10
915,11,15.187,10
916,11,15.091,10
917,11,14.9,10
918,11,14.804,10
919,11,14.709,10
920,11,14.613,10
921,11,14.421,10
922,11,14.325,10
923,11,14.23,10
924,11,14.134,10
925,11,14.038,10
926,11,13.942,10
927,11,13.846,10
928,11,13.461,10
929,11,13.076,10
930,11,12.98,10
931,11,12.98,10
932,11,12.883,10
933,11,12.883,10
934,11,12.69,10
935,11,12.69,10
936,11,12.594,10
937,11,12.594,10
938,11,12.594,10
939,11,12.497,10
940,11,12.497,10
941,11,12.497,10
942,11,12.497,10
943,11,12.497,10
944,11,12.401,10
945,11,12.304,10
946,11,12.207,10
947,11,12.207,10
948,11,12.11,10
949,11,12.013,10
950,11,12.013,10
951,11,12.013,10
952,11,12.013,10
953,11,12.013,10
954,11,12.013,10
955,11,12.013,10
956,11,12.013,10
957,11,12.013,10
958,11,12.013,10
959,11,12.013,10
960,11,12.013,10
961,11,12.013,10
962,11,12.11,10
963,11,12.11,10
964,11,12.207,10
965,11,12.207,10
966,11,12.304,10
967,11,12.304,10
968,11,12.401,10
969,11,12.401,10
970,11,12.497,10
971,11,12.497,10
972,11,12.594,10
973,11,12.594,10
974,11,12.594,10
975,11,12.69,10
976,11,12.69,10
977,11,12.69,10
978,11,12.69,10
979,11,12.787,10
980,11,12.69,10
981,11,12.787,10
982,11,12.787,10
983,11,12.787,10
984,11,12.787,10
985,11,12.787,10
986,11,12.787,10
987,11,12.787,10
988,11,12.69,10
989,11,12.69,10
990,11,12.69,10
991,11,12.69,10
992,11,12.69,10
993,11,12.69,10
994,11,12.69,10
995,11,12.69,10
996,11,12.69,10
997,11,12.69,10
998,11,12.69,10
999,11,12.594,10
1000,11,12.594,10
1001,11,12.594,10
1002,11,12.594,10
1003,11,12.594,10
1004,11,12.497,10
1005,11,12.497,10
1006,11,12.497,10
1007,11,12.497,10
1008,11,12.497,10
1009,12,12.497,10
1010,12,12.497,10
1011,12,12.401,10
1012,12,12.401,10
1013,12,12.401,10
1014,12,12.401,10
1015,12,12.304,10
1016,12,12.304,10
1017,12,12.304,10
1018,12,12.304,10
1019,12,12.207,10
1020,12,12.207,10
1021,12,12.207,10
1022,12,12.11,10
1023,12,12.11,10
1024,12,12.013,10
1025,12,12.013,10
1026,12,11.916,10
1027,12,11.916,10
1028,12,11.819,10
1029,12,11.819,10
1030,12,11.722,10
1031,12,11.625,10
1032,12,11.625,10
1033,12,11.528,10
1034,12,11.528,10
1035,12,11.528,10
1036,12,11.431,10
1037,12,11.431,10
1038,12,11.431,10
1039,12,11.334,10
1040,12,11.236,10
1041,12,11.236,10
1042,12,11.139,10
1043,12,11.139,10
1044,12,11.041,10
1045,12,10.944,10
1046,12,10.944,10
1047,12,10.944,10
1048,12,10.944,10
1049,12,11.041,10
1050,12,11.041,10
1051,12,11.139,10
1052,12,11.139,10
1053,12,11.139,10
1054,12,11.139,10
1055,12,11.139,10
1056,12,11.236,10
1057,12,11.236,10
1058,12,11.334,10
1059,12,11.431,10
1060,12,11.431,10
1061,12,11.528,10
1062,12,11.528,10
1063,12,11.625,10
1064,12,11.722,10
1065,12,11.722,10
1066,12,11.722,10
1067,12,11.819,10
1068,12,11.819,10
1069,12,11.916,10
1070,12,11.916,10
1071,12,11.916,10
1072,12,11.916,10
1073,12,12.013,10
1074,12,12.013,10
1075,12,12.11,10
1076,12,12.11,10
1077,12,12.11,10
1078,12,12.207,10
1079,12,12.207,10
1080,12,12.207,10
1081,12,12.207,10
1082,12,12.207,10
1083,12,12.207,10
1084,12,12.207,10
1085,12,12.207,10
1086,12,12.207,10
1087,12,12.207,10
1088,12,12.207,10
1089,12,12.207,10
1090,12,12.11,10
1091,12,12.11,10
1092,12,12.11,10
1093,12,12.11,10
1094,12,12.013,10
1095,12,12.013,10
1096,12,12.013,10
1097,12,12.013,10
1098,12,12.013,10
1099,12,11.916,10
1100,12,11.916,10
1101,12,12.013,10
1102,12,12.013,10
1103,12,12.013,10
1104,12,12.013,10
1105,13,12.013,10
1106,13,12.013,10
1107,13,12.013,10
1108,13,12.013,10
1109,13,12.11,10
1110,13,12.11,10
1111,13,12.207,10
1112,13,12.207,10
1113,13,12.207,10
1114,13,12.207,10
1115,13,12.207,10
1116,13,12.207,10
1117,13,12.207,10
1118,13,12.207,10
1119,13,12.11,10
1120,13,12.11,10
1121,13,12.013,10
1122,13,11.916,10
1123,13,11.819,10
1124,13,11.819,10
1125,13,11.722,10
1126,13,11.722,10
1127,13,11.625,10
1128,13,11.528,10
1129,13,11.528,10
1130,13,11.431,10
1131,13,11.431,10
1132,13,11.431,10
1133,13,11.334,10
1134,13,11.334,10
1135,13,11.334,10
1136,13,11.236,10
1137,13,11.236,10
1138,13,11.236,10
1139,13,11.139,10
1140,13,11.139,10
1141,13,11.139,10
1142,1,22.812,13
1143,1,22.812,13
1144,1,22.908,13
1145,1,22.908,13
1146,1,22.908,13
1147,1,23.004,13
1148,1,23.004,13
1149,1,23.1,13
1150,1,23.196,13
1151,1,23.196,13
1152,1,23.196,13
1153,1,23.292,13
1154,1,23.292,13
1155,1,23.292,13
1156,1,23.388,13
1157,1,23.388,13
1158,1,23.388,13
1159,1,23.388,13
1160,1,23.484,13
1161,1,23.484,13
1162,1,23.484,13
1163,1,23.484,13
1164,1,23.484,13
1165,1,23.581,13
1166,1,23.581,13
1167,1,23.581,13
1168,1,23.581,13
1169,1,23.581,13
1170,1,23.484,13
1171,1,23.484,13
1172,1,23.484,13
1173,1,23.388,13
1174,1,23.388,13
1175,1,23.388,13
1176,1,23.388,13
1177,1,23.388,13
1178,1,23.388,13
1179,1,23.484,13
1180,1,23.484,13
1181,1,23.484,13
1182,1,23.484,13
1183,1,23.581,13
1184,1,23.581,13
1185,1,23.581,13
1186,1,23.581,13
1187,1,23.581,13
1188,1,23.581,13
1189,1,23.581,13
1190,2,23.581,13
1191,2,23.677,13
1192,2,23.677,13
1193,2,23.677,13
1194,2,23.677,13
1195,2,23.677,13
1196,2,23.677,13
1197,2,23.677,13
1198,2,23.677,13
1199,2,23.677,13
1200,2,23.677,13
1201,2,23.677,13
1202,2,23.677,13
1203,2,23.677,13
1204,2,23.677,13
1205,2,23.677,13
1206,2,23.677,13
1207,2,23.677,13
1208,2,23.677,13
1209,2,23.677,13
1210,2,23.677,13
1211,2,23.677,13
1212,2,23.677,13
1213,2,23.581,13
1214,2,23.581,13
1215,2,23.677,13
1216,2,23.677,13
1217,2,23.677,13
1218,2,23.677,13
1219,2,23.677,13
1220,2,23.677,13
1221,2,23.677,13
1222,2,23.773,13
1223,2,23.773,13
1224,2,23.773,13
1225,2,23.773,13
1226,2,23.773,13
1227,2,23.773,13
1228,2,23.773,13
1229,2,23.773,13
1230,2,23.773,13
1231,2,23.773,13
1232,2,23.869,13
1233,2,23.869,13
1234,2,23.966,13
1235,2,23.966,13
1236,2,23.966,13
1237,2,24.062,13
1238,2,24.062,13
1239,2,24.062,13
1240,2,24.158,13
1241,2,24.158,13
1242,2,24.255,13
1243,2,24.351,13
1244,2,24.351,13
1245,2,24.448,13
1246,2,24.448,13
1247,2,24.448,13
1248,2,24.545,13
1249,2,24.545,13
1250,2,24.545,13
1251,2,24.641,13
1252,2,24.641,13
1253,2,24.641,13
1254,2,24.738,13
1255,2,24.738,13
1256,2,24.738,13
1257,2,24.738,13
1258,2,24.738,13
1259,2,24.738,13
1260,2,24.738,13
1261,2,24.738,13
1262,2,24.738,13
1263,2,24.738,13
1264,2,24.835,13
1265,2,24.835,13
1266,2,24.835,13
1267,2,24.835,13
1268,2,24.835,13
1269,2,24.835,13
1270,2,24.835,13
1271,2,24.835,13
1272,2,24.835,13
1273,2,24.738,13
1274,2,24.738,13
1275,2,24.738,13
1276,2,24.738,13
1277,2,24.738,13
1278,2,24.738,13
1279,2,24.738,13
1280,2,24.641,13
1281,2,24.641,13
1282,2,24.641,13
1283,2,24.641,13
1284,2,24.545,13
1285,2,24.545,13
1286,3,24.641,13
1287,3,24.545,13
1288,3,24.545,13
1289,3,24.545,13
1290,3,24.545,13
1291,3,24.641,13
1292,3,24.641,13
1293,3,24.641,13
1294,3,24.545,13
1295,3,24.641,13
1296,3,24.641,13
1297,3,24.641,13
1298,3,24.641,13
1299,3,24.641,13
1300,3,24.641,13
1301,3,24.641,13
1302,3,24.641,13
1303,3,24.641,13
1304,3,24.641,13
1305,3,24.641,13
1306,3,24.545,13
1307,3,24.545,13
1308,3,24.448,13
1309,3,24.351,13
1310,3,24.351,13
1311,3,24.255,13
1312,3,24.158,13
1313,3,24.158,13
1314,3,24.062,13
1315,3,24.062,13
1316,3,24.062,13
1317,3,23.966,13
1318,3,23.966,13
1319,3,23.966,13
1320,3,23.869,13
1321,3,23.869,13
1322,3,23.773,13
1323,3,23.677,13
1324,3,23.677,13
1325,3,23.677,13
1326,3,23.581,13
1327,3,23.581,13
1328,3,23.581,13
1329,3,23.581,13
1330,3,23.484,13
1331,3,23.484,13
1332,3,23.484,13
1333,3,23.484,13
1334,3,23.388,13
1335,3,23.388,13
1336,3,23.388,13
1337,3,23.292,13
1338,3,23.292,13
1339,3,23.292,13
1340,3,23.196,13
1341,3,23.196,13
1342,3,23.196,13
1343,3,23.196,13
1344,3,23.196,13
1345,3,23.196,13
1346,3,23.196,13
1347,3,23.196,13
1348,3,23.1,13
1349,3,23.1,13
1350,3,23.1,13
1351,3,23.1,13
1352,3,23.1,13
1353,3,23.004,13
1354,3,23.004,13
1355,3,23.004,13
1356,3,22.908,13
1357,3,22.908,13
1358,3,22.908,13
1359,3,22.812,13
1360,3,22.812,13
1361,3,22.717,13
